,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
664,Joey Wentz_DET,,,10,,,,,69,,,,,,,98,P,https://www.fantasypros.com/mlb/players/joey-wentz.php,73.0,61.0,3.0,0.0,4.69,1.39,38.0,33.0,19.0,14.0,6.0,0.0,7.52,joey-wentz,Joey Wentz (DET - SP),Joey Wentz,Wentz,DET,SP,,3-6-0SV|4.69|1.39|7.52K9,669.0,Joey Wentz (DET - SP),510.0,944.0,681.8,160.2,618.0,-51.0,,SP,Joey Wentz (DET - SP),"3-6-0SV|4.69|1.39|7.52K9
",713.0
665,Andrew Kittredge_TB,,,2,,,,,16,,,,,,,41,P,https://www.fantasypros.com/mlb/players/andrew-kittredge.php,17.6,17.0,1.0,1.0,4.5,1.14,9.0,4.0,17.0,0.0,0.0,0.0,8.69,andrew-kittredge,Andrew Kittredge (TB - RP),Andrew Kittredge,Kittredge,TB,RP,IL60,1-0-1SV|4.50|1.14|8.69K9,670.0,Andrew Kittredge (TB - RP) IL60,511.0,762.0,672.3,114.3,472.0,-198.0,,RP,Andrew Kittredge (TB - RP),"1-0-1SV|4.50|1.14|8.69K9
",1071.0
666,Adam Cimber_TOR,,,6,,,,,57,,,,,,,136,P,https://www.fantasypros.com/mlb/players/adam-cimber.php,57.9,45.0,4.0,2.0,3.9,1.23,25.0,14.0,60.0,0.0,3.0,0.0,6.99,adam-cimber,Adam Cimber (TOR - RP),Adam Cimber,Cimber,TOR,RP,,4-3-2SV|3.90|1.23|6.99K9,671.0,Adam Cimber (TOR - RP),512.0,886.0,700.3,135.9,507.0,-164.0,,RP,Adam Cimber (TOR - RP),"4-3-2SV|3.90|1.23|6.99K9
",562.0
667,Trevor Larnach_MIN,225.0,27.0,7,26.0,1.0,0.224,0.296,50,11.0,0.0,23.0,84.0,0.364,0.66,76,H,https://www.fantasypros.com/mlb/players/trevor-larnach.php,,,,,,,,,,,,,,trevor-larnach,Trevor Larnach (MIN - OF),Trevor Larnach,Larnach,MIN,OF,,.224|27R|7HR|26RBI|1SB,672.0,Trevor Larnach (MIN - LF),513.0,1309.0,729.0,292.6,604.0,-68.0,,OF,Trevor Larnach (MIN - OF),".224|27R|7HR|26RBI|1SB
",812.0
668,Joey Lucchesi_NYM,,,6,,,,,48,,,,,,,85,P,https://www.fantasypros.com/mlb/players/joey-lucchesi.php,49.3,45.0,3.0,0.0,4.24,1.29,23.0,16.0,26.0,5.0,3.0,0.0,8.22,joey-lucchesi,Joey Lucchesi (NYM - SP),Joey Lucchesi,Lucchesi,NYM,SP,MiLB,3-3-0SV|4.24|1.29|8.22K9,673.0,Joey Lucchesi (NYM - SP) MiLB,515.0,876.0,713.0,149.4,794.0,121.0,,SP,Joey Lucchesi (NYM - SP),"3-3-0SV|4.24|1.29|8.22K9
",767.0
669,Maikel Garcia_KC,70.0,9.0,1,7.0,2.0,0.259,0.31,18,4.0,0.0,5.0,16.0,0.356,0.666,32,H,https://www.fantasypros.com/mlb/players/maikel-garcia.php,,,,,,,,,,,,,,maikel-garcia,Maikel Garcia (KC - SS),Maikel Garcia,Garcia,KC,SS,MiLB,.259|9R|1HR|7RBI|2SB,674.0,Maikel Garcia (KC - SS) MiLB,516.0,1543.0,890.0,463.4,747.0,73.0,,SS,Maikel Garcia (KC - SS),".259|9R|1HR|7RBI|2SB
",1165.0
670,Dillon Tate_BAL,,,5,,,,,50,,,,,,,122,P,https://www.fantasypros.com/mlb/players/dillon-tate.php,54.1,45.0,2.0,2.0,3.93,1.21,24.0,15.0,49.0,0.0,3.0,0.0,7.49,dillon-tate,Dillon Tate (BAL - RP),Dillon Tate,Tate,BAL,RP,,2-3-2SV|3.93|1.21|7.49K9,676.0,Dillon Tate (BAL - RP),520.0,740.0,626.7,89.9,730.0,54.0,,RP,Dillon Tate (BAL - RP),"2-3-2SV|3.93|1.21|7.49K9
",613.0
671,Matt Strahm_PHI,,,7,,,,,49,,,,,,,131,P,https://www.fantasypros.com/mlb/players/matthew-strahm.php,52.5,56.0,3.0,1.0,4.2,1.22,25.0,15.0,54.0,0.0,3.0,0.0,9.6,matthew-strahm,Matt Strahm (PHI - RP),Matt Strahm,Strahm,PHI,RP,,3-3-1SV|4.20|1.22|9.60K9,677.0,Matt Strahm (PHI - RP),526.0,805.0,690.0,105.8,877.0,200.0,,RP,Matt Strahm (PHI - RP),"3-3-1SV|4.20|1.22|9.60K9
",579.0
672,Mason Englert_DET,,,6,,,,,45,,,,,,,80,P,https://www.fantasypros.com/mlb/players/mason-englert.php,46.4,41.0,2.0,0.0,4.17,1.3,22.0,15.0,41.0,0.0,3.0,0.0,7.95,mason-englert,Mason Englert (DET - SP),Mason Englert,Englert,DET,SP,,2-3-0SV|4.17|1.30|7.95K9,678.0,Mason Englert (DET - SP),527.0,760.0,643.5,116.5,,,,SP,Mason Englert (DET - SP),"2-3-0SV|4.17|1.30|7.95K9
",789.0
673,Mark Leiter Jr._CHC,,,4,,,,,24,,,,,,,53,P,https://www.fantasypros.com/mlb/players/mark-leiter-jr.php,27.0,29.0,1.0,0.0,4.37,1.22,13.0,9.0,22.0,1.0,2.0,0.0,9.67,mark-leiter-jr,Mark Leiter Jr. (CHC - RP),Mark Leiter Jr.,Leiter Jr.,CHC,RP,NRI,1-2-0SV|4.37|1.22|9.67K9,679.0,Mark Leiter Jr. (CHC - RP) NRI,528.0,938.0,729.5,145.8,,,,RP,Mark Leiter Jr. (CHC - RP),"1-2-0SV|4.37|1.22|9.67K9
",963.0
674,Zack Greinke_KC,,,17,,,,,143,,,,,,,172,P,https://www.fantasypros.com/mlb/players/zack-greinke.php,130.5,80.0,7.0,0.0,4.33,1.31,63.0,29.0,24.0,24.0,8.0,0.0,5.52,zack-greinke,Zack Greinke (KC - SP),Zack Greinke,Greinke,KC,SP,,7-8-0SV|4.33|1.31|5.52K9,680.0,Zack Greinke (KC - SP),529.0,802.0,654.3,104.7,392.0,-288.0,,SP,Zack Greinke (KC - SP),"7-8-0SV|4.33|1.31|5.52K9
",422.0
675,Kyle Higashioka_NYY,201.0,23.0,9,27.0,0.0,0.218,0.267,44,8.0,0.0,13.0,55.0,0.395,0.662,86,H,https://www.fantasypros.com/mlb/players/kyle-higashioka.php,,,,,,,,,,,,,,kyle-higashioka,Kyle Higashioka (NYY - C),Kyle Higashioka,Higashioka,NYY,C,,.218|23R|9HR|27RBI|0SB,681.0,Kyle Higashioka (NYY - C),531.0,639.0,594.0,38.0,542.0,-139.0,,C,Kyle Higashioka (NYY - C),".218|23R|9HR|27RBI|0SB
",763.0
676,Jordan Groshans_MIA,111.0,13.0,2,11.0,0.0,0.25,0.313,28,5.0,0.0,10.0,26.0,0.347,0.661,46,H,https://www.fantasypros.com/mlb/players/jordan-groshans.php,,,,,,,,,,,,,,jordan-groshans,Jordan Groshans (MIA - 3B),Jordan Groshans,Groshans,MIA,3B,,.250|13R|2HR|11RBI|0SB,682.0,Jordan Groshans (MIA - 3B),538.0,1337.0,762.0,333.9,744.0,62.0,,3B,Jordan Groshans (MIA - 3B),".250|13R|2HR|11RBI|0SB
",1019.0
677,Miguel Andujar_PIT,58.0,7.0,1,7.0,1.0,0.245,0.282,14,3.0,0.0,3.0,11.0,0.358,0.64,27,H,https://www.fantasypros.com/mlb/players/miguel-andujar.php,,,,,,,,,,,,,,miguel-andujar,Miguel Andujar (PIT - OF),Miguel Andujar,Andujar,PIT,OF,MiLB,.245|7R|1HR|7RBI|1SB,683.0,Miguel Andujar (PIT - LF) MiLB,533.0,1441.0,834.3,355.6,647.0,-36.0,,OF,Miguel Andujar (PIT - OF),".245|7R|1HR|7RBI|1SB
",1251.0
678,Andrew Bellatti_PHI,,,7,,,,,48,,,,,,,128,P,https://www.fantasypros.com/mlb/players/andrew-bellatti.php,54.9,69.0,3.0,0.0,4.2,1.31,26.0,24.0,56.0,1.0,3.0,0.0,11.31,andrew-bellatti,Andrew Bellatti (PHI - RP),Andrew Bellatti,Bellatti,PHI,RP,,3-3-0SV|4.20|1.31|11.31K9,684.0,Andrew Bellatti (PHI - RP),533.0,927.0,740.7,161.6,,,,RP,Andrew Bellatti (PHI - RP),"3-3-0SV|4.20|1.31|11.31K9
",592.0
679,Tucupita Marcano_PIT,119.0,15.0,2,11.0,3.0,0.234,0.303,28,5.0,1.0,12.0,27.0,0.349,0.652,55,H,https://www.fantasypros.com/mlb/players/tucupita-marcano.php,,,,,,,,,,,,,,tucupita-marcano,"Tucupita Marcano (PIT - 2B,OF)",Tucupita Marcano,Marcano,PIT,"2B,OF",,.234|15R|2HR|11RBI|3SB,685.0,"Tucupita Marcano (PIT - 2B,LF)",534.0,1431.0,902.0,352.8,918.0,233.0,,"2B,OF","Tucupita Marcano (PIT - 2B,OF)",".234|15R|2HR|11RBI|3SB
",948.0
680,Zach Davies_ARI,,,18,,,,,125,,,,,,,154,P,https://www.fantasypros.com/mlb/players/zach-davies.php,121.1,92.0,6.0,0.0,4.58,1.42,62.0,48.0,24.0,24.0,8.0,0.0,6.84,zach-davies,Zach Davies (ARI - SP),Zach Davies,Davies,ARI,SP,,6-8-0SV|4.58|1.42|6.84K9,686.0,Zach Davies (ARI - SP),536.0,1311.0,843.0,336.3,767.0,81.0,,SP,Zach Davies (ARI - SP),"6-8-0SV|4.58|1.42|6.84K9
",493.0
681,Kyle Manzardo_TB,23.0,4.0,1,4.0,0.0,0.276,0.351,6,2.0,0.0,3.0,6.0,0.432,0.782,17,H,https://www.fantasypros.com/mlb/players/kyle-manzardo.php,,,,,,,,,,,,,,kyle-manzardo,Kyle Manzardo (TB - 1B),Kyle Manzardo,Manzardo,TB,1B,MiLB,.276|4R|1HR|4RBI|0SB,687.0,Kyle Manzardo (TB - 1B) MiLB,536.0,698.0,617.0,81.0,587.0,-100.0,,1B,Kyle Manzardo (TB - 1B),".276|4R|1HR|4RBI|0SB
",1454.0
682,Nick Ahmed_ARI,339.0,38.0,7,35.0,5.0,0.232,0.284,79,19.0,2.0,25.0,81.0,0.363,0.647,145,H,https://www.fantasypros.com/mlb/players/nick-ahmed.php,,,,,,,,,,,,,,nick-ahmed,Nick Ahmed (ARI - SS),Nick Ahmed,Ahmed,ARI,SS,,.232|38R|7HR|35RBI|5SB,688.0,Nick Ahmed (ARI - SS),537.0,1092.0,750.8,209.6,731.0,43.0,,SS,Nick Ahmed (ARI - SS),".232|38R|7HR|35RBI|5SB
",535.0
683,Hyun Jin Ryu_TOR,,,3,,,,,25,,,,,,,41,P,https://www.fantasypros.com/mlb/players/hyun-jin-ryu.php,24.6,19.0,1.0,0.0,4.33,1.22,12.0,5.0,10.0,4.0,1.0,0.0,6.95,hyun-jin-ryu,Hyun Jin Ryu (TOR - SP),Hyun Jin Ryu,Jin Ryu,TOR,SP,,1-1-0SV|4.33|1.22|6.95K9,689.0,Hyun Jin Ryu (TOR - SP),537.0,989.0,764.3,184.5,452.0,-237.0,,SP,Hyun Jin Ryu (TOR - SP),"1-1-0SV|4.33|1.22|6.95K9
",1072.0
684,Matthew Liberatore_STL,,,9,,,,,67,,,,,,,91,P,https://www.fantasypros.com/mlb/players/matthew-liberatore.php,64.7,54.0,4.0,0.0,4.71,1.41,34.0,24.0,19.0,11.0,4.0,0.0,7.51,matthew-liberatore,Matthew Liberatore (STL - SP),Matthew Liberatore,Liberatore,STL,SP,MiLB,4-4-0SV|4.71|1.41|7.51K9,690.0,Matthew Liberatore (STL - SP) MiLB,537.0,724.0,642.8,74.4,631.0,-59.0,,SP,Matthew Liberatore (STL - SP),"4-4-0SV|4.71|1.41|7.51K9
",739.0
685,Matt Festa_SEA,,,8,,,,,44,,,,,,,119,P,https://www.fantasypros.com/mlb/players/matthew-festa.php,50.7,57.0,2.0,1.0,4.11,1.2,23.0,17.0,51.0,0.0,2.0,0.0,10.12,matthew-festa,Matt Festa (SEA - RP),Matt Festa,Festa,SEA,RP,,2-2-1SV|4.11|1.20|10.12K9,691.0,Matt Festa (SEA - RP),538.0,977.0,761.3,179.3,858.0,167.0,,RP,Matt Festa (SEA - RP),"2-2-1SV|4.11|1.20|10.12K9
",630.0
686,Ryan Thompson_TB,,,6,,,,,48,,,,,,,127,P,https://www.fantasypros.com/mlb/players/ryan-thompson.php,51.3,48.0,3.0,2.0,4.02,1.23,23.0,15.0,53.0,0.0,3.0,0.0,8.42,ryan-thompson,Ryan Thompson (TB - RP),Ryan Thompson,Thompson,TB,RP,,3-3-2SV|4.02|1.23|8.42K9,692.0,Ryan Thompson (TB - RP),539.0,770.0,677.0,99.5,,,,RP,Ryan Thompson (TB - RP),"3-3-2SV|4.02|1.23|8.42K9
",595.0
687,Seth Beer_ARI,57.0,6.0,1,6.0,0.0,0.215,0.276,12,2.0,0.0,5.0,15.0,0.328,0.604,18,H,https://www.fantasypros.com/mlb/players/seth-beer.php,,,,,,,,,,,,,,seth-beer,Seth Beer (ARI - DH),Seth Beer,Beer,ARI,DH,MiLB,.215|6R|1HR|6RBI|0SB,693.0,Seth Beer (ARI - DH) MiLB,540.0,1516.0,879.5,380.4,893.0,200.0,,DH,Seth Beer (ARI - DH),".215|6R|1HR|6RBI|0SB
",1430.0
688,Kyle Freeland_COL,,,24,,,,,190,,,,,,,206,P,https://www.fantasypros.com/mlb/players/kyle-freeland.php,170.5,128.0,8.0,0.0,4.82,1.43,91.0,54.0,30.0,30.0,12.0,0.0,6.76,kyle-freeland,Kyle Freeland (COL - SP),Kyle Freeland,Freeland,COL,SP,,8-12-0SV|4.82|1.43|6.76K9,694.0,Kyle Freeland (COL - SP),540.0,1456.0,793.8,382.9,596.0,-98.0,,SP,Kyle Freeland (COL - SP),"8-12-0SV|4.82|1.43|6.76K9
",335.0
689,Jake Burger_CWS,177.0,21.0,7,24.0,0.0,0.243,0.293,43,8.0,1.0,13.0,52.0,0.422,0.715,80,H,https://www.fantasypros.com/mlb/players/jake-burger-3b.php,,,,,,,,,,,,,,jake-burger-3b,Jake Burger (CWS - 3B),Jake Burger,Burger,CWS,3B,,.243|21R|7HR|24RBI|0SB,695.0,Jake Burger (CWS - 3B),541.0,1332.0,756.6,290.3,512.0,-183.0,,3B,Jake Burger (CWS - 3B),".243|21R|7HR|24RBI|0SB
",790.0
690,Yency Almonte_LAD,,,7,,,,,48,,,,,,,129,P,https://www.fantasypros.com/mlb/players/yency-almonte.php,54.1,56.0,2.0,2.0,4.27,1.27,26.0,21.0,54.0,0.0,2.0,0.0,9.32,yency-almonte,Yency Almonte (LAD - RP),Yency Almonte,Almonte,LAD,RP,,2-2-2SV|4.27|1.27|9.32K9,696.0,Yency Almonte (LAD - RP),542.0,771.0,674.5,89.2,826.0,130.0,,RP,Yency Almonte (LAD - RP),"2-2-2SV|4.27|1.27|9.32K9
",587.0
691,Keston Hiura_MIL,223.0,30.0,11,32.0,4.0,0.223,0.29,50,10.0,1.0,21.0,87.0,0.422,0.712,96,H,https://www.fantasypros.com/mlb/players/keston-hiura.php,,,,,,,,,,,,,,keston-hiura,"Keston Hiura (MIL - 1B,DH)",Keston Hiura,Hiura,MIL,"1B,DH",,.223|30R|11HR|32RBI|4SB,697.0,"Keston Hiura (MIL - 1B,DH)",544.0,848.0,628.8,126.8,572.0,-125.0,,"1B,DH","Keston Hiura (MIL - 1B,DH)",".223|30R|11HR|32RBI|4SB
",718.0
692,Dane Dunning_TEX,,,9,,,,,75,,,,,,,117,P,https://www.fantasypros.com/mlb/players/dane-dunning.php,73.5,67.0,3.0,0.0,4.11,1.39,34.0,28.0,33.0,9.0,4.0,0.0,8.2,dane-dunning,Dane Dunning (TEX - SP),Dane Dunning,Dunning,TEX,SP,,3-4-0SV|4.11|1.39|8.20K9,698.0,Dane Dunning (TEX - SP),464.0,650.0,618.2,38.6,521.0,-177.0,,SP,Dane Dunning (TEX - SP),"3-4-0SV|4.11|1.39|8.20K9
",640.0
693,Blake Sabol_SF,133.0,16.0,4,16.0,2.0,0.239,0.303,32,7.0,1.0,12.0,45.0,0.39,0.693,54,H,https://www.fantasypros.com/mlb/players/blake-sabol.php,,,,,,,,,,,,,,blake-sabol,Blake Sabol (SF - C),Blake Sabol,Sabol,SF,C,,.239|16R|4HR|16RBI|2SB,699.0,Blake Sabol (SF - C),547.0,1447.0,997.0,450.0,,,,C,Blake Sabol (SF - C),".239|16R|4HR|16RBI|2SB
",955.0
694,Jordan Diaz_OAK,64.0,6.0,1,7.0,0.0,0.258,0.297,17,4.0,0.0,4.0,11.0,0.37,0.667,29,H,https://www.fantasypros.com/mlb/players/jordan-diaz.php,,,,,,,,,,,,,,jordan-diaz,Jordan Diaz (OAK - 2B),Jordan Diaz,Diaz,OAK,2B,MiLB,.258|6R|1HR|7RBI|0SB,700.0,Jordan Diaz (OAK - 2B) MiLB,548.0,1469.0,851.0,362.4,644.0,-56.0,,2B,Jordan Diaz (OAK - 2B),".258|6R|1HR|7RBI|0SB
",1221.0
695,Drew Rucinski_OAK,,,16,,,,,122,,,,,,,200,P,https://www.fantasypros.com/mlb/players/drew-rucinski.php,124.8,108.0,6.0,0.0,4.21,1.3,58.0,40.0,30.0,20.0,9.0,0.0,7.79,drew-rucinski,Drew Rucinski (OAK - SP),Drew Rucinski,Rucinski,OAK,SP,,6-9-0SV|4.21|1.30|7.79K9,701.0,Drew Rucinski (OAK - SP),548.0,761.0,639.5,77.1,535.0,-166.0,,SP,Drew Rucinski (OAK - SP),"6-9-0SV|4.21|1.30|7.79K9
",343.0
696,Aaron Loup_LAA,,,5,,,,,54,,,,,,,138,P,https://www.fantasypros.com/mlb/players/aaron-loup.php,57.7,53.0,3.0,2.0,4.06,1.28,26.0,20.0,61.0,0.0,3.0,0.0,8.27,aaron-loup,Aaron Loup (LAA - RP),Aaron Loup,Loup,LAA,RP,,3-3-2SV|4.06|1.28|8.27K9,702.0,Aaron Loup (LAA - RP),550.0,921.0,749.7,152.8,,,,RP,Aaron Loup (LAA - RP),"3-3-2SV|4.06|1.28|8.27K9
",558.0
697,Phil Bickford_LAD,,,7,,,,,43,,,,,,,113,P,https://www.fantasypros.com/mlb/players/phil-bickford.php,49.9,55.0,2.0,0.0,4.0,1.17,22.0,15.0,49.0,0.0,2.0,0.0,9.92,phil-bickford,Phil Bickford (LAD - RP),Phil Bickford,Bickford,LAD,RP,,2-2-0SV|4.00|1.17|9.92K9,703.0,Phil Bickford (LAD - RP),554.0,784.0,669.0,115.0,,,,RP,Phil Bickford (LAD - RP),"2-2-0SV|4.00|1.17|9.92K9
",655.0
698,Victor Caratini_MIL,222.0,25.0,6,28.0,1.0,0.226,0.3,50,9.0,0.0,23.0,56.0,0.356,0.656,99,H,https://www.fantasypros.com/mlb/players/victor-caratini.php,,,,,,,,,,,,,,victor-caratini,Victor Caratini (MIL - C),Victor Caratini,Caratini,MIL,C,,.226|25R|6HR|28RBI|1SB,704.0,Victor Caratini (MIL - C),555.0,792.0,636.0,91.9,584.0,-120.0,,C,Victor Caratini (MIL - C),".226|25R|6HR|28RBI|1SB
",708.0
699,JT Chargois_MIA,,,6,,,,,50,,,,,,,112,P,https://www.fantasypros.com/mlb/players/jt-chargois.php,53.1,49.0,3.0,0.0,4.06,1.33,24.0,20.0,57.0,0.0,3.0,0.0,8.31,jt-chargois,JT Chargois (MIA - RP),JT Chargois,Chargois,MIA,RP,,3-3-0SV|4.06|1.33|8.31K9,705.0,JT Chargois (MIA - RP),556.0,789.0,672.5,116.5,,,,RP,JT Chargois (MIA - RP),"3-3-0SV|4.06|1.33|8.31K9
",663.0
700,J.J. Matijevic_HOU,78.0,10.0,3,10.0,1.0,0.224,0.286,18,4.0,0.0,7.0,26.0,0.387,0.673,33,H,https://www.fantasypros.com/mlb/players/jj-matijevic.php,,,,,,,,,,,,,,jj-matijevic,J.J. Matijevic (HOU - DH),J.J. Matijevic,Matijevic,HOU,DH,,.224|10R|3HR|10RBI|1SB,706.0,J.J. Matijevic (HOU - DH),558.0,1478.0,903.3,409.1,924.0,218.0,,DH,J.J. Matijevic (HOU - DH),".224|10R|3HR|10RBI|1SB
",1154.0
701,Nabil Crismatt_SD,,,7,,,,,59,,,,,,,132,P,https://www.fantasypros.com/mlb/players/nabil-crismatt.php,61.9,57.0,3.0,1.0,4.13,1.27,28.0,19.0,50.0,0.0,3.0,0.0,8.29,nabil-crismatt,Nabil Crismatt (SD - RP),Nabil Crismatt,Crismatt,SD,RP,,3-3-1SV|4.13|1.27|8.29K9,707.0,Nabil Crismatt (SD - RP),558.0,933.0,761.0,154.7,,,,RP,Nabil Crismatt (SD - RP),"3-3-1SV|4.13|1.27|8.29K9
",573.0
702,Kutter Crawford_BOS,,,9,,,,,61,,,,,,,90,P,https://www.fantasypros.com/mlb/players/kutter-crawford.php,58.1,57.0,3.0,0.0,4.77,1.39,31.0,20.0,33.0,5.0,3.0,0.0,8.83,kutter-crawford,"Kutter Crawford (BOS - RP,SP)",Kutter Crawford,Crawford,BOS,"RP,SP",,3-3-0SV|4.77|1.39|8.83K9,708.0,"Kutter Crawford (BOS - SP,RP)",561.0,822.0,678.5,96.3,657.0,-51.0,,"RP,SP","Kutter Crawford (BOS - RP,SP)","3-3-0SV|4.77|1.39|8.83K9
",742.0
703,Stephen Strasburg_WSH,,,7,,,,,47,,,,,,,62,P,https://www.fantasypros.com/mlb/players/stephen-strasburg.php,46.8,42.0,2.0,0.0,5.1,1.41,26.0,19.0,9.0,8.0,3.0,0.0,8.08,stephen-strasburg,Stephen Strasburg (WSH - SP),Stephen Strasburg,Strasburg,WSH,SP,,2-3-0SV|5.10|1.41|8.08K9,709.0,Stephen Strasburg (WSH - SP),561.0,747.0,635.3,80.4,563.0,-146.0,,SP,Stephen Strasburg (WSH - SP),"2-3-0SV|5.10|1.41|8.08K9
",895.0
704,Ben Joyce_LAA,,,3,,,,,23,,,,,,,56,P,https://www.fantasypros.com/mlb/players/ben-joyce.php,26.5,29.0,1.0,1.0,3.74,1.25,11.0,11.0,27.0,0.0,2.0,0.0,9.85,ben-joyce,Ben Joyce (LAA - ),Ben Joyce,Joyce,LAA,,NRI,1-2-1SV|3.74|1.25|9.85K9,710.0,Ben Joyce (LAA - ) NRI,561.0,653.0,607.0,46.0,,,,,Ben Joyce (LAA - ),"1-2-1SV|3.74|1.25|9.85K9
",938.0
705,Hogan Harris_OAK,,,3,,,,,25,,,,,,,51,P,https://www.fantasypros.com/mlb/players/hogan-harris.php,28.7,31.0,1.0,0.0,4.15,1.37,13.0,15.0,24.0,2.0,2.0,0.0,9.72,hogan-harris,Hogan Harris (OAK - SP),Hogan Harris,Harris,OAK,SP,MiLB,1-2-0SV|4.15|1.37|9.72K9,711.0,Hogan Harris (OAK - SP) MiLB,562.0,793.0,677.5,115.5,,,,SP,Hogan Harris (OAK - SP),"1-2-0SV|4.15|1.37|9.72K9
",976.0
706,Trevor Williams_WSH,,,18,,,,,121,,,,,,,175,P,https://www.fantasypros.com/mlb/players/trevor-williams.php,117.1,101.0,5.0,0.0,4.45,1.33,58.0,34.0,27.0,20.0,8.0,0.0,7.76,trevor-williams,"Trevor Williams (WSH - RP,SP)",Trevor Williams,Williams,WSH,"RP,SP",,5-8-0SV|4.45|1.33|7.76K9,712.0,"Trevor Williams (WSH - SP,RP)",563.0,1281.0,816.5,276.1,746.0,34.0,,"RP,SP","Trevor Williams (WSH - RP,SP)","5-8-0SV|4.45|1.33|7.76K9
",412.0
707,Jordan Lyles_KC,,,26,,,,,178,,,,,,,196,P,https://www.fantasypros.com/mlb/players/jordan-lyles.php,161.8,121.0,8.0,0.0,4.79,1.42,86.0,52.0,29.0,29.0,12.0,0.0,6.73,jordan-lyles,Jordan Lyles (KC - SP),Jordan Lyles,Lyles,KC,SP,,8-12-0SV|4.79|1.42|6.73K9,713.0,Jordan Lyles (KC - SP),564.0,1393.0,790.8,348.5,567.0,-146.0,,SP,Jordan Lyles (KC - SP),"8-12-0SV|4.79|1.42|6.73K9
",354.0
708,Shawn Armstrong_TB,,,7,,,,,52,,,,,,,114,P,https://www.fantasypros.com/mlb/players/shawn-armstrong.php,54.4,58.0,3.0,1.0,4.26,1.29,26.0,18.0,51.0,0.0,2.0,0.0,9.6,shawn-armstrong,Shawn Armstrong (TB - RP),Shawn Armstrong,Armstrong,TB,RP,,3-2-1SV|4.26|1.29|9.60K9,714.0,Shawn Armstrong (TB - RP),564.0,759.0,645.3,82.8,,,,RP,Shawn Armstrong (TB - RP),"3-2-1SV|4.26|1.29|9.60K9
",653.0
709,Trevor Gott_SEA,,,8,,,,,49,,,,,,,111,P,https://www.fantasypros.com/mlb/players/trevor-gott.php,53.2,53.0,3.0,0.0,4.46,1.27,26.0,19.0,54.0,0.0,4.0,0.0,8.97,trevor-gott,Trevor Gott (SEA - RP),Trevor Gott,Gott,SEA,RP,,3-4-0SV|4.46|1.27|8.97K9,715.0,Trevor Gott (SEA - RP),565.0,803.0,684.0,119.0,,,,RP,Trevor Gott (SEA - RP),"3-4-0SV|4.46|1.27|8.97K9
",665.0
710,Estevan Florial_NYY,43.0,5.0,1,4.0,2.0,0.209,0.284,9,2.0,0.0,5.0,13.0,0.338,0.622,17,H,https://www.fantasypros.com/mlb/players/estevan-florial.php,,,,,,,,,,,,,,estevan-florial,Estevan Florial (NYY - OF),Estevan Florial,Florial,NYY,OF,,.209|5R|1HR|4RBI|2SB,716.0,Estevan Florial (NYY - CF),566.0,1468.0,982.7,371.4,,,,OF,Estevan Florial (NYY - OF),".209|5R|1HR|4RBI|2SB
",1455.0
711,Drew Pomeranz_SD,,,5,,,,,35,,,,,,,109,P,https://www.fantasypros.com/mlb/players/drew-pomeranz.php,41.1,48.0,2.0,2.0,3.91,1.31,18.0,19.0,45.0,0.0,2.0,0.0,10.51,drew-pomeranz,Drew Pomeranz (SD - RP),Drew Pomeranz,Pomeranz,SD,RP,,2-2-2SV|3.91|1.31|10.51K9,717.0,Drew Pomeranz (SD - RP),567.0,726.0,620.7,74.5,,,,RP,Drew Pomeranz (SD - RP),"2-2-2SV|3.91|1.31|10.51K9
",671.0
712,Sean Bouchard_COL,71.0,10.0,3,9.0,1.0,0.243,0.32,17,5.0,0.0,8.0,22.0,0.438,0.758,37,H,https://www.fantasypros.com/mlb/players/sean-bouchard.php,,,,,,,,,,,,,,sean-bouchard,Sean Bouchard (COL - OF),Sean Bouchard,Bouchard,COL,OF,,.243|10R|3HR|9RBI|1SB,718.0,Sean Bouchard (COL - LF),569.0,1289.0,808.8,281.6,694.0,-24.0,,OF,Sean Bouchard (COL - OF),".243|10R|3HR|9RBI|1SB
",1102.0
713,Lou Trivino_NYY,,,5,,,,,43,,,,,,,105,P,https://www.fantasypros.com/mlb/players/lou-trivino.php,47.1,49.0,3.0,2.0,4.16,1.35,22.0,20.0,47.0,0.0,3.0,0.0,9.36,lou-trivino,Lou Trivino (NYY - RP),Lou Trivino,Trivino,NYY,RP,,3-3-2SV|4.16|1.35|9.36K9,719.0,Lou Trivino (NYY - RP),570.0,704.0,660.8,53.6,784.0,65.0,,RP,Lou Trivino (NYY - RP),"3-3-2SV|4.16|1.35|9.36K9
",685.0
