,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
36,Aaron Nola_PHI,,,26,,,,,161,,,,,,,413,P,https://www.fantasypros.com/mlb/players/aaron-nola.php,185.7,211.0,12.0,0.0,3.76,1.15,78.0,53.0,31.0,31.0,9.0,2.0,10.23,aaron-nola,Aaron Nola (PHI - SP),Aaron Nola,Nola,PHI,SP,,12-9-0SV|3.76|1.15|10.23K9,37.0,Aaron Nola (PHI - SP),20.0,78.0,41.3,12.8,41.0,4.0,"Don't overpay for what you hope Nola will be - the 2018 version of the pitcher who looked like he was on a path to superstardom. Nola's name still resonates, but his stats can be easily replicated four or five rounds after his fourth-round ADP. His 2022 ZiPS projection has him finishing 12-7 with a 3.46 ERA. Other systems are projecting his ERA to be closer to 3.75, which basically makes him Frankie Montas. You'd feel foolish drafting Montas 39th, right? Well, if that was your draft slot plan for Nola, think again.",SP,Aaron Nola (PHI - SP),"12-9-0SV|3.76|1.15|10.23K9
Don't overpay for what you hope Nola will be - the 2018 version of the pitcher who looked like he was on a path to superstardom. Nola's name still resonates, but his stats can be easily replicated four or five rounds after his fourth-round ADP. His 2022 ZiPS projection has him finishing 12-7 with a 3.46 ERA. Other systems are projecting his ERA to be closer to 3.75, which basically makes him Frankie Montas. You'd feel foolish drafting Montas 39th, right? Well, if that was your draft slot plan for Nola, think again.",31.0
37,Salvador Perez_KC,544.0,74.0,36,97.0,1.0,0.265,0.299,144,24.0,1.0,26.0,143.0,0.509,0.808,335,H,https://www.fantasypros.com/mlb/players/salvador-perez.php,,,,,,,,,,,,,,salvador-perez,"Salvador Perez (KC - C,DH)",Salvador Perez,Perez,KC,"C,DH",,.265|74R|36HR|97RBI|1SB,38.0,"Salvador Perez (KC - C,DH)",12.0,124.0,41.3,10.2,29.0,-9.0,"Perez tied for the MLB lead with 48 home runs in 2021 and had a league-leading 121 RBI. After missing the entire 2019 season due to Tommy John surgery and playing 37 of 60 games in 2020, Perez played 161 games last year (40 as a DH) and went to the plate 665 times. He's bound to get fewer PAs this season, and some HR pullback is probably inevitable, but the Statcast numbers show that Perez crushes the ball when he makes contact. His career batting averages have been all over the map, and he doesn't run, but the power and run production are legit. Perez deserves to be the first catcher off the board, but he might be drafted too early after last season's homer-fest.","C,DH","Salvador Perez (KC - C,DH)",".265|74R|36HR|97RBI|1SB
Perez tied for the MLB lead with 48 home runs in 2021 and had a league-leading 121 RBI. After missing the entire 2019 season due to Tommy John surgery and playing 37 of 60 games in 2020, Perez played 161 games last year (40 as a DH) and went to the plate 665 times. He's bound to get fewer PAs this season, and some HR pullback is probably inevitable, but the Statcast numbers show that Perez crushes the ball when he makes contact. His career batting averages have been all over the map, and he doesn't run, but the power and run production are legit. Perez deserves to be the first catcher off the board, but he might be drafted too early after last season's homer-fest.",102.0
38,Paul Goldschmidt_STL,578.0,95.0,30,88.0,7.0,0.277,0.359,160,31.0,2.0,73.0,140.0,0.488,0.847,411,H,https://www.fantasypros.com/mlb/players/paul-goldschmidt.php,,,,,,,,,,,,,,paul-goldschmidt,Paul Goldschmidt (STL - 1B),Paul Goldschmidt,Goldschmidt,STL,1B,,.277|95R|30HR|88RBI|7SB,39.0,Paul Goldschmidt (STL - 1B),28.0,65.0,41.8,5.6,46.0,7.0,"Eventually, Father Time will catch up with the Cardinals slugger. But not this year. If your rival fantasy managers fade Goldy because of his age, take advantage. He can ho-hum his way to 95/30/100/.300, with five to eight stolen bases as a bonus. Goldschmidt will be taken after Austin Riley in most drafts but could easily end up with better numbers at the end of the year.",1B,Paul Goldschmidt (STL - 1B),".277|95R|30HR|88RBI|7SB
Eventually, Father Time will catch up with the Cardinals slugger. But not this year. If your rival fantasy managers fade Goldy because of his age, take advantage. He can ho-hum his way to 95/30/100/.300, with five to eight stolen bases as a bonus. Goldschmidt will be taken after Austin Riley in most drafts but could easily end up with better numbers at the end of the year.",34.0
39,Francisco Lindor_NYM,574.0,91.0,27,85.0,14.0,0.257,0.33,147,28.0,3.0,63.0,111.0,0.454,0.784,409,H,https://www.fantasypros.com/mlb/players/francisco-lindor.php,,,,,,,,,,,,,,francisco-lindor,Francisco Lindor (NYM - SS),Francisco Lindor,Lindor,NYM,SS,,.257|91R|27HR|85RBI|14SB,40.0,Francisco Lindor (NYM - SS),26.0,69.0,42.4,10.1,52.0,12.0,"Lindor melted like hot butter under the New York spotlight. Last year's $341 million free agent signing was - how do we put this nicely? - awful. Simply awful. There was no pop in his bat, as evidenced by a career-low SLG%. He struck out 96 times in only 125 games, well above his career average, and became an albatross on Mets owner Steve Cohen's hopes and dreams. Lindor is the biggest boom-or-bust top-50 player in the game. If you believe last year was an aberration, snap him up in the late third or early fourth round. If you believe the Mets are going to regret backing up the Brinks truck for a player on an early decline, let someone else get saddled by a name that may well be better than the stats.",SS,Francisco Lindor (NYM - SS),".257|91R|27HR|85RBI|14SB
Lindor melted like hot butter under the New York spotlight. Last year's $341 million free agent signing was - how do we put this nicely? - awful. Simply awful. There was no pop in his bat, as evidenced by a career-low SLG%. He struck out 96 times in only 125 games, well above his career average, and became an albatross on Mets owner Steve Cohen's hopes and dreams. Lindor is the biggest boom-or-bust top-50 player in the game. If you believe last year was an aberration, snap him up in the late third or early fourth round. If you believe the Mets are going to regret backing up the Brinks truck for a player on an early decline, let someone else get saddled by a name that may well be better than the stats.",36.0
40,Nick Castellanos_PHI,582.0,94.0,32,97.0,3.0,0.282,0.334,164,38.0,2.0,45.0,139.0,0.518,0.852,406,H,https://www.fantasypros.com/mlb/players/nick-castellanos.php,,,,,,,,,,,,,,nick-castellanos,Nick Castellanos (PHI - OF),Nick Castellanos,Castellanos,PHI,OF,,.282|94R|32HR|97RBI|3SB,41.0,Nick Castellanos (PHI - RF),19.0,70.0,43.0,8.0,48.0,7.0,"""It's a deep drive to left field by Castellanos"" has become baseball's best meme, which overshadows the fact that Castellanos has been one of baseball's most underrated power bats over the last half decade. The 29-year-old picked the perfect year to enter free agency, coming off a 2021 campaign with a .576 SLG% and a .938 OPS. The move to Philadelphia should be a good one, as it gives Castellanos a chance to bat cleanup directly behind Bryce Harper.",OF,Nick Castellanos (PHI - OF),".282|94R|32HR|97RBI|3SB
""It's a deep drive to left field by Castellanos"" has become baseball's best meme, which overshadows the fact that Castellanos has been one of baseball's most underrated power bats over the last half decade. The 29-year-old picked the perfect year to enter free agency, coming off a 2021 campaign with a .576 SLG% and a .938 OPS. The move to Philadelphia should be a good one, as it gives Castellanos a chance to bat cleanup directly behind Bryce Harper.",37.0
41,Sandy Alcantara_MIA,,,22,,,,,172,,,,,,,377,P,https://www.fantasypros.com/mlb/players/sandy-alcantara.php,191.5,180.0,12.0,0.0,3.73,1.2,79.0,58.0,31.0,31.0,10.0,1.0,8.46,sandy-alcantara,Sandy Alcantara (MIA - SP),Sandy Alcantara,Alcantara,MIA,SP,,12-10-0SV|3.73|1.20|8.46K9,42.0,Sandy Alcantara (MIA - SP),25.0,77.0,45.4,11.4,38.0,-4.0,"For three straight years, this talented youngster has cut down on his walk rate and increased his strikeout rate. Those are the kinds of year-over-year rate improvements fantasy managers want to see from their SP2 or SP3. There's no reason to believe Alcantra can't be even better this year, building on his 3.19 ERA, 1.07 WHIP and 201 Ks in 205 IP from last season. At 26, he's coming into his prime. If Alcantrara continues to improve, he could easily finish as a top-10 starter.",SP,Sandy Alcantara (MIA - SP),"12-10-0SV|3.73|1.20|8.46K9
For three straight years, this talented youngster has cut down on his walk rate and increased his strikeout rate. Those are the kinds of year-over-year rate improvements fantasy managers want to see from their SP2 or SP3. There's no reason to believe Alcantra can't be even better this year, building on his 3.19 ERA, 1.07 WHIP and 201 Ks in 205 IP from last season. At 26, he's coming into his prime. If Alcantrara continues to improve, he could easily finish as a top-10 starter.",56.0
42,Pete Alonso_NYM,563.0,90.0,40,108.0,2.0,0.258,0.336,146,27.0,2.0,66.0,141.0,0.527,0.863,427,H,https://www.fantasypros.com/mlb/players/peter-alonso.php,,,,,,,,,,,,,,peter-alonso,Pete Alonso (NYM - 1B),Pete Alonso,Alonso,NYM,1B,,.258|90R|40HR|108RBI|2SB,43.0,Pete Alonso (NYM - 1B),30.0,78.0,45.9,10.5,44.0,1.0,"A classic power-hitting first baseman, Alonso is most likely going to deliver 40 HR, 100 RBI and should cross the plate close to 100 times. He's a plug-and-play option. Some managers like to punt on first base until later in the draft, but if you want to secure your power numbers late in the fourth round or early in the fifth, Alonso is a rock-solid choice.",1B,Pete Alonso (NYM - 1B),".258|90R|40HR|108RBI|2SB
A classic power-hitting first baseman, Alonso is most likely going to deliver 40 HR, 100 RBI and should cross the plate close to 100 times. He's a plug-and-play option. Some managers like to punt on first base until later in the draft, but if you want to secure your power numbers late in the fourth round or early in the fifth, Alonso is a rock-solid choice.",21.0
43,Byron Buxton_MIN,499.0,87.0,31,79.0,16.0,0.273,0.317,136,34.0,3.0,33.0,134.0,0.54,0.857,351,H,https://www.fantasypros.com/mlb/players/byron-buxton.php,,,,,,,,,,,,,,byron-buxton,Byron Buxton (MIN - OF),Byron Buxton,Buxton,MIN,OF,,.273|87R|31HR|79RBI|16SB,44.0,Byron Buxton (MIN - CF),19.0,90.0,46.9,13.6,49.0,5.0,"Get a season of reasonably good health out of Buxton and you're likely to run a profit, probably a big one. But what are the chances he'll play 150 or more games? In the five non-COVID years that he's been on the Twins' Opening Day roster, Buxton has averaged 81.6 games played and 271.2 at-bats. In 2021, Buxton missed 39 games with a strained hip, then broke his hand after being hit with a pitch in his third game back, causing him to miss another month. When healthy, Buxton will steal a lot of bases and score plenty of runs. He's added power, too, and he batted .306 over 61 games last year. Still only 28, Buxton has upside galore, but the risk level here is enormous.",OF,Byron Buxton (MIN - OF),".273|87R|31HR|79RBI|16SB
Get a season of reasonably good health out of Buxton and you're likely to run a profit, probably a big one. But what are the chances he'll play 150 or more games? In the five non-COVID years that he's been on the Twins' Opening Day roster, Buxton has averaged 81.6 games played and 271.2 at-bats. In 2021, Buxton missed 39 games with a strained hip, then broke his hand after being hit with a pitch in his third game back, causing him to miss another month. When healthy, Buxton will steal a lot of bases and score plenty of runs. He's added power, too, and he batted .306 over 61 games last year. Still only 28, Buxton has upside galore, but the risk level here is enormous.",83.0
44,Robbie Ray_SEA,,,29,,,,,149,,,,,,,413,P,https://www.fantasypros.com/mlb/players/robbie-ray.php,183.1,230.0,11.0,0.0,3.85,1.17,78.0,66.0,31.0,31.0,10.0,0.0,11.31,robbie-ray,Robbie Ray (SEA - SP),Robbie Ray,Ray,SEA,SP,,11-10-0SV|3.85|1.17|11.31K9,45.0,Robbie Ray (SEA - SP),13.0,98.0,47.0,13.1,40.0,-5.0,"This is one of the riskiest bets in fantasy baseball for 2022. Ray tamed his chronic wildness in 2021, pounding the strike zone with his electric stuff and turning in a Cy Young season. But do you really want to wager that the control problems won't return? Ray walked 2.4 batter per 9 innings last year. His career average is 3.9 walks per 9 innings. Ray yielded a career-low BABIP of .269 last year. If there's regression in Ray's hit and walk rates, the results could be toxic. There's an enormous range of outcomes here. We saw the best of Ray last year, and he was immensely valuable. In his bad seasons, he's been a negative-value player. Where on the spectrum he lands this year is anyone's guess. Invest at your own risk.",SP,Robbie Ray (SEA - SP),"11-10-0SV|3.85|1.17|11.31K9
This is one of the riskiest bets in fantasy baseball for 2022. Ray tamed his chronic wildness in 2021, pounding the strike zone with his electric stuff and turning in a Cy Young season. But do you really want to wager that the control problems won't return? Ray walked 2.4 batter per 9 innings last year. His career average is 3.9 walks per 9 innings. Ray yielded a career-low BABIP of .269 last year. If there's regression in Ray's hit and walk rates, the results could be toxic. There's an enormous range of outcomes here. We saw the best of Ray last year, and he was immensely valuable. In his bad seasons, he's been a negative-value player. Where on the spectrum he lands this year is anyone's guess. Invest at your own risk.",32.0
45,Josh Hader_MIL,,,8,,,,,38,,,,,,,363,P,https://www.fantasypros.com/mlb/players/josh-hader.php,63.8,101.0,4.0,33.0,2.82,0.99,20.0,26.0,64.0,0.0,2.0,0.0,14.25,josh-hader,Josh Hader (MIL - RP),Josh Hader,Hader,MIL,RP,,4-2-33SV|2.82|0.99|14.25K9,46.0,Josh Hader (MIL - RP),20.0,64.0,47.1,8.1,36.0,-10.0,"Every year, there are arguments about the value of closers. Fantasy managers who consistently win leagues say having one or two elite closers is a season maker. Fantasy managers who say closers are always available on the wire and to never draft one before the 12th round usually spend August and September complaining that they lost the league by a half-dozen points because of a lack of saves and a bloated WHIP. Hader isn't just a closer. His numbers are so spectacular in just one or two innings of work at a time that rostering him is like getting half a season of an ace starter while also getting 35 saves. His Ks can cover for your lower-tier starters who can't reach that baseline K/IP number you want, and his paper-thin WHIP can move the needle. If you're on the wrong end of the snake draft and he's there at the fifth-round/sixth-round turn, grab him and start the closer run.",RP,Josh Hader (MIL - RP),"4-2-33SV|2.82|0.99|14.25K9
Every year, there are arguments about the value of closers. Fantasy managers who consistently win leagues say having one or two elite closers is a season maker. Fantasy managers who say closers are always available on the wire and to never draft one before the 12th round usually spend August and September complaining that they lost the league by a half-dozen points because of a lack of saves and a bloated WHIP. Hader isn't just a closer. His numbers are so spectacular in just one or two innings of work at a time that rostering him is like getting half a season of an ace starter while also getting 35 saves. His Ks can cover for your lower-tier starters who can't reach that baseline K/IP number you want, and his paper-thin WHIP can move the needle. If you're on the wrong end of the snake draft and he's there at the fifth-round/sixth-round turn, grab him and start the closer run.",70.0
46,George Springer_TOR,534.0,99.0,34,86.0,6.0,0.263,0.345,141,26.0,2.0,66.0,134.0,0.513,0.857,396,H,https://www.fantasypros.com/mlb/players/george-springer.php,,,,,,,,,,,,,,george-springer,"George Springer (TOR - DH,OF)",George Springer,Springer,TOR,"DH,OF",,.263|99R|34HR|86RBI|6SB,47.0,"George Springer (TOR - CF,DH)",23.0,86.0,47.4,9.0,55.0,8.0,"Quad and knee injuries limited Springer to 78 games in his first season with the Blue Jays, but he mashed when healthy, with 22 HRs, 50 RBI and 59 runs in just 299 at-bats. Springer has consistently posted batting averages in the .260s or higher during his career, and he'll steal a handful of bases for you. Batting leadoff with Bo Bichette, Vladimir Guerrero and Teoscar Hernandez behind him, Springer has a great chance to score 100 or more runs. He'll turn 33 in August, but he seems to be aging gracefully. Springer is a solid investment.","DH,OF","George Springer (TOR - DH,OF)",".263|99R|34HR|86RBI|6SB
Quad and knee injuries limited Springer to 78 games in his first season with the Blue Jays, but he mashed when healthy, with 22 HRs, 50 RBI and 59 runs in just 299 at-bats. Springer has consistently posted batting averages in the .260s or higher during his career, and he'll steal a handful of bases for you. Batting leadoff with Bo Bichette, Vladimir Guerrero and Teoscar Hernandez behind him, Springer has a great chance to score 100 or more runs. He'll turn 33 in August, but he seems to be aging gracefully. Springer is a solid investment.",43.0
47,Liam Hendriks_CWS,,,9,,,,,49,,,,,,,366,P,https://www.fantasypros.com/mlb/players/liam-hendriks.php,68.0,98.0,4.0,33.0,2.84,0.94,21.0,15.0,67.0,0.0,3.0,0.0,12.97,liam-hendriks,Liam Hendriks (CWS - RP),Liam Hendriks,Hendriks,CWS,RP,,4-3-33SV|2.84|0.94|12.97K9,48.0,Liam Hendriks (CWS - RP),25.0,77.0,48.2,9.7,45.0,-3.0,"He's been lights-out for three years now. Hendricks led the AL with 38 saves last year, finishing one save behind MLB leader Mark Melancon. And, man, did Hendricks earn those saves. In 71 innings, he had 113 strikeouts and gave up only seven walks. For a second straight year, he gave up fewer than six hits per nine innings. His combined WHIP over the past two years is 0.72. Hendricks' flyball rate crept above 50% last year, leading to 11 gopher balls, but that's a small blemish on an otherwise flawless profile. Invest confidently in one of the game's best closers.",RP,Liam Hendriks (CWS - RP),"4-3-33SV|2.84|0.94|12.97K9
He's been lights-out for three years now. Hendricks led the AL with 38 saves last year, finishing one save behind MLB leader Mark Melancon. And, man, did Hendricks earn those saves. In 71 innings, he had 113 strikeouts and gave up only seven walks. For a second straight year, he gave up fewer than six hits per nine innings. His combined WHIP over the past two years is 0.72. Hendricks' flyball rate crept above 50% last year, leading to 11 gopher balls, but that's a small blemish on an otherwise flawless profile. Invest confidently in one of the game's best closers.",67.0
48,Austin Riley_ATL,568.0,87.0,32,99.0,1.0,0.276,0.335,157,30.0,2.0,50.0,159.0,0.507,0.842,368,H,https://www.fantasypros.com/mlb/players/austin-riley.php,,,,,,,,,,,,,,austin-riley,Austin Riley (ATL - 3B),Austin Riley,Riley,ATL,3B,,.276|87R|32HR|99RBI|1SB,49.0,Austin Riley (ATL - 3B),23.0,79.0,48.9,12.0,42.0,-7.0,"Riley's value swings wildly depending on whether you play in an OBP league or a BA league. In the former, he's a four category stud. In the latter, he's a slightly overvalued three category asset. The young slugger should continue to get better, but reaching last year's ceiling may not be realistic. Kim Kardashian has a better chance of winning an Oscar for Best Actress than Riley does of equaling his 2021 second-half .397 BABIP. That said, while you don't want to reach for him based on his RBI numbers last year, the 3B position isn't as deep as usual, so Riley isn't a bad pick in the fifth or sixth round.",3B,Austin Riley (ATL - 3B),".276|87R|32HR|99RBI|1SB
Riley's value swings wildly depending on whether you play in an OBP league or a BA league. In the former, he's a four category stud. In the latter, he's a slightly overvalued three category asset. The young slugger should continue to get better, but reaching last year's ceiling may not be realistic. Kim Kardashian has a better chance of winning an Oscar for Best Actress than Riley does of equaling his 2021 second-half .397 BABIP. That said, while you don't want to reach for him based on his RBI numbers last year, the 3B position isn't as deep as usual, so Riley isn't a bad pick in the fifth or sixth round.",63.0
49,Wander Franco_TB,576.0,94.0,18,80.0,9.0,0.284,0.341,164,34.0,8.0,50.0,85.0,0.467,0.808,415,H,https://www.fantasypros.com/mlb/players/wander-franco.php,,,,,,,,,,,,,,wander-franco,Wander Franco (TB - SS),Wander Franco,Franco,TB,SS,,.284|94R|18HR|80RBI|9SB,50.0,Wander Franco (TB - SS),23.0,83.0,50.1,11.4,47.0,-3.0,"The Rays' wunderkind signed an 11-year, $182 million contract in November and now simply has to go about the business of becoming the superstar everyone expects him to become. Franco scored 53 runs and had 39 RBI in only 70 games last season. He also displayed impressive plate patience and remarkable contact skills as a 20-year-old rookie. He's not a speed merchant, and the power might take time to develop, but Franco should score a lot of runs, drive in a lot of runs and produce something close to a .300 batting average.",SS,Wander Franco (TB - SS),".284|94R|18HR|80RBI|9SB
The Rays' wunderkind signed an 11-year, $182 million contract in November and now simply has to go about the business of becoming the superstar everyone expects him to become. Franco scored 53 runs and had 39 RBI in only 70 games last season. He also displayed impressive plate patience and remarkable contact skills as a 20-year-old rookie. He's not a speed merchant, and the power might take time to develop, but Franco should score a lot of runs, drive in a lot of runs and produce something close to a .300 batting average.",30.0
50,Freddy Peralta_MIL,,,21,,,,,119,,,,,,,370,P,https://www.fantasypros.com/mlb/players/freddy-peralta.php,156.1,200.0,11.0,0.0,3.77,1.18,65.0,64.0,29.0,29.0,8.0,1.0,11.53,freddy-peralta,Freddy Peralta (MIL - SP),Freddy Peralta,Peralta,MIL,SP,,11-8-0SV|3.77|1.18|11.53K9,51.0,Freddy Peralta (MIL - SP),25.0,77.0,53.1,9.5,51.0,0.0,"He's not going to surprise anyone anymore. The young Brewers starter shocked everyone last season, posting 195 Ks in just 144.1 innings with a sub-3.00 ERA and a shocking sub-1.00 WHIP. Amazingly, despite those gaudy stats, he'll be the third Brewers starter drafted. Unreal. If he can get any run support, 15 wins isn't out of the question. Expect Peralta's ERA and WHIP to rise some, but the strikeouts are for real. If he's your SP3, you have a VERY good pitching staff. Now go find some bats.",SP,Freddy Peralta (MIL - SP),"11-8-0SV|3.77|1.18|11.53K9
He's not going to surprise anyone anymore. The young Brewers starter shocked everyone last season, posting 195 Ks in just 144.1 innings with a sub-3.00 ERA and a shocking sub-1.00 WHIP. Amazingly, despite those gaudy stats, he'll be the third Brewers starter drafted. Unreal. If he can get any run support, 15 wins isn't out of the question. Expect Peralta's ERA and WHIP to rise some, but the strikeouts are for real. If he's your SP3, you have a VERY good pitching staff. Now go find some bats.",61.0
51,Jose Altuve_HOU,576.0,102.0,26,76.0,7.0,0.273,0.339,157,30.0,2.0,58.0,95.0,0.466,0.805,420,H,https://www.fantasypros.com/mlb/players/jose-altuve.php,,,,,,,,,,,,,,jose-altuve,Jose Altuve (HOU - 2B),Jose Altuve,Altuve,HOU,2B,,.273|102R|26HR|76RBI|7SB,52.0,Jose Altuve (HOU - 2B),37.0,94.0,53.4,8.4,54.0,2.0,"After a forgettable short season in 2020, Altuve tied a career high with 31 home runs last year, scored a career-high 117 runs and had 83 RBI despite hitting in the leadoff spot. The peripherals suggest that Altuve's 2021 HR total was somewhat fluky and park-aided. Altuve used to be good for 30+ stolen bases a season, but he's had 11 SBs in his last two full seasons combined. The days of .300 batting averages may be gone, too. Altuve has been below .300 in each of the last three seasons and has batted .277 over that span. We should at least be able to count on a lot of runs with Altuve batting at the top of a stacked lineup, but the ceiling here isn't what it used to be. Exercise caution as Altuve enters his age-32 season.",2B,Jose Altuve (HOU - 2B),".273|102R|26HR|76RBI|7SB
After a forgettable short season in 2020, Altuve tied a career high with 31 home runs last year, scored a career-high 117 runs and had 83 RBI despite hitting in the leadoff spot. The peripherals suggest that Altuve's 2021 HR total was somewhat fluky and park-aided. Altuve used to be good for 30+ stolen bases a season, but he's had 11 SBs in his last two full seasons combined. The days of .300 batting averages may be gone, too. Altuve has been below .300 in each of the last three seasons and has batted .277 over that span. We should at least be able to count on a lot of runs with Altuve batting at the top of a stacked lineup, but the ceiling here isn't what it used to be. Exercise caution as Altuve enters his age-32 season.",26.0
52,Eloy Jimenez_CWS,548.0,75.0,31,95.0,1.0,0.27,0.319,148,29.0,1.0,40.0,143.0,0.498,0.818,343,H,https://www.fantasypros.com/mlb/players/eloy-jimenez.php,,,,,,,,,,,,,,eloy-jimenez,Eloy Jimenez (CWS - OF),Eloy Jimenez,Jimenez,CWS,OF,,.270|75R|31HR|95RBI|1SB,53.0,Eloy Jimenez (CWS - LF),29.0,102.0,53.9,13.6,58.0,5.0,"Give the ascending slugger a mulligan for an ill-fated 2021 season. Jimenez ruptured a pectoral tendon in a spring training game and didn't come back until July 26. His surface stats in his 55 games were decent - 10 HRs, 37 RBI a .249 average - but Jimenez didn't live up to the promise he showed in the shortened 2020 season, when he had 14 HRs, 41 RBI and a .296 average. Expect a rebound and substantial power numbers. Speed isn't part of the package - he's played 232 career games and still hasn't stolen a base - but that's the only weakness here. It's only a matter of time before Jimenez gives us a 40 HR season.",OF,Eloy Jimenez (CWS - OF),".270|75R|31HR|95RBI|1SB
Give the ascending slugger a mulligan for an ill-fated 2021 season. Jimenez ruptured a pectoral tendon in a spring training game and didn't come back until July 26. His surface stats in his 55 games were decent - 10 HRs, 37 RBI a .249 average - but Jimenez didn't live up to the promise he showed in the shortened 2020 season, when he had 14 HRs, 41 RBI and a .296 average. Expect a rebound and substantial power numbers. Speed isn't part of the package - he's played 232 career games and still hasn't stolen a base - but that's the only weakness here. It's only a matter of time before Jimenez gives us a 40 HR season.",93.0
53,Randy Arozarena_TB,538.0,86.0,23,74.0,18.0,0.258,0.326,139,29.0,3.0,54.0,161.0,0.453,0.78,315,H,https://www.fantasypros.com/mlb/players/randy-arozarena.php,,,,,,,,,,,,,,randy-arozarena,Randy Arozarena (TB - OF),Randy Arozarena,Arozarena,TB,OF,,.258|86R|23HR|74RBI|18SB,54.0,"Randy Arozarena (TB - LF,RF)",36.0,86.0,54.9,9.7,68.0,14.0,"The playoff hero of 2020 provided a satisfying encore by being named 2021 AL Rookie of the Year, though there was some slippage. After belting 10 HRs in 20 playoff games two seasons ago, Arozarena hit 20 homers in 141 games last season and struck out 170 times. A modest flyball rate and ordinary Statcast numbers suggest that Arozarena probably won't provide elite power numbers. Last year's 37% hit rate fueled a .274 batting average that may not be sustainable. On the bright side, he had 20 SBs on 30 attempts. There are a multiple paths to value here, but still, Arozarena is a high-profile player likely to be overdrafted.",OF,Randy Arozarena (TB - OF),".258|86R|23HR|74RBI|18SB
The playoff hero of 2020 provided a satisfying encore by being named 2021 AL Rookie of the Year, though there was some slippage. After belting 10 HRs in 20 playoff games two seasons ago, Arozarena hit 20 homers in 141 games last season and struck out 170 times. A modest flyball rate and ordinary Statcast numbers suggest that Arozarena probably won't provide elite power numbers. Last year's 37% hit rate fueled a .274 batting average that may not be sustainable. On the bright side, he had 20 SBs on 30 attempts. There are a multiple paths to value here, but still, Arozarena is a high-profile player likely to be overdrafted.",137.0
54,Tyler O'Neill_STL,529.0,88.0,34,90.0,14.0,0.26,0.319,138,25.0,2.0,45.0,177.0,0.509,0.828,328,H,https://www.fantasypros.com/mlb/players/tyler-oneill.php,,,,,,,,,,,,,,tyler-oneill,Tyler O'Neill (STL - OF),Tyler O'Neill,O'Neill,STL,OF,,.260|88R|34HR|90RBI|14SB,55.0,Tyler O'Neill (STL - LF),37.0,93.0,56.8,13.0,59.0,4.0,"You could do a lot worse than O'Neil as your second outfielder. You're in great shape if somehow your third outfielder. He's a second-tier five-category guy, although O'Neill's .366 BABIP in 2021 suggests that he's probably not going to bat .286 again. The peripherals suggest that O'Neill's power is legit, however. He's not a guy you reach for, but if he starts to fall, grab him. O'Neill is only 26, so it's possible he'll turn in a season that ends up much better than his ADP.",OF,Tyler O'Neill (STL - OF),".260|88R|34HR|90RBI|14SB
You could do a lot worse than O'Neil as your second outfielder. You're in great shape if somehow your third outfielder. He's a second-tier five-category guy, although O'Neill's .366 BABIP in 2021 suggests that he's probably not going to bat .286 again. The peripherals suggest that O'Neill's power is legit, however. He's not a guy you reach for, but if he starts to fall, grab him. O'Neill is only 26, so it's possible he'll turn in a season that ends up much better than his ADP.",116.0
55,Kris Bryant_COL,550.0,95.0,27,85.0,8.0,0.277,0.353,152,35.0,3.0,65.0,138.0,0.498,0.851,393,H,https://www.fantasypros.com/mlb/players/kris-bryant.php,,,,,,,,,,,,,,kris-bryant,"Kris Bryant (COL - 3B,OF)",Kris Bryant,Bryant,COL,"3B,OF",,.277|95R|27HR|85RBI|8SB,56.0,"Kris Bryant (COL - 3B,LF,RF)",41.0,95.0,58.9,11.4,56.0,0.0,"He hasn't turned into the superstar we thought he was going to become, but he's still got power and will still knock in runs, and now he'll be doing his mashing at Coors Field. Bryant might not have been worth a top-100 selection if he landed in a bad spot, but going to the Rockies gives him a significant value boost.","3B,OF","Kris Bryant (COL - 3B,OF)",".277|95R|27HR|85RBI|8SB
He hasn't turned into the superstar we thought he was going to become, but he's still got power and will still knock in runs, and now he'll be doing his mashing at Coors Field. Bryant might not have been worth a top-100 selection if he landed in a bad spot, but going to the Rockies gives him a significant value boost.",46.0
