,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
486,Alek Jacob_SD,,,5,,,,,36,,,,,,,79,P,https://www.fantasypros.com/mlb/players/alek-jacob.php,39.9,39.0,2.0,0.0,4.02,1.27,18.0,14.0,43.0,0.0,2.0,0.0,8.8,alek-jacob,Alek Jacob (SD - RP),Alek Jacob,Jacob,SD,RP,,2-2-0SV|4.02|1.27|8.80K9,,,,,,,,,,,,"2-2-0SV|4.02|1.27|8.80K9
",925.0
487,Alex Call_WSH,205.0,26.0,6,23.0,6.0,0.216,0.311,44,9.0,1.0,28.0,46.0,0.348,0.658,111,H,https://www.fantasypros.com/mlb/players/alex-call.php,,,,,,,,,,,,,,alex-call,Alex Call (WSH - OF),Alex Call,Call,WSH,OF,,.216|26R|6HR|23RBI|6SB,,,,,,,,,,,,".216|26R|6HR|23RBI|6SB
",746.0
488,Alex Cobb_SF,,,9,,,,,101,,,,,,,179,P,https://www.fantasypros.com/mlb/players/alex-cobb.php,99.3,90.0,6.0,0.0,3.81,1.28,42.0,26.0,18.0,18.0,5.0,1.0,8.16,alex-cobb,Alex Cobb (SF - SP),Alex Cobb,Cobb,SF,SP,,6-5-0SV|3.81|1.28|8.16K9,,,,,,,,,,,,"6-5-0SV|3.81|1.28|8.16K9
",435.0
489,Alex Faedo_DET,,,8,,,,,48,,,,,,,98,P,https://www.fantasypros.com/mlb/players/alex-faedo.php,52.2,51.0,2.0,0.0,4.1,1.22,24.0,16.0,44.0,3.0,3.0,0.0,8.79,alex-faedo,Alex Faedo (DET - SP),Alex Faedo,Faedo,DET,SP,,2-3-0SV|4.10|1.22|8.79K9,,,,,,,,,,,,"2-3-0SV|4.10|1.22|8.79K9
",812.0
490,Alex Jackson_TB,107.0,14.0,4,14.0,0.0,0.226,0.285,24,5.0,0.0,9.0,34.0,0.394,0.679,44,H,https://www.fantasypros.com/mlb/players/alex-jackson.php,,,,,,,,,,,,,,alex-jackson,Alex Jackson (TB - C),Alex Jackson,Jackson,TB,C,MiLB,.226|14R|4HR|14RBI|0SB,,,,,,,,,,,,".226|14R|4HR|14RBI|0SB
",1204.0
491,Alex Reyes_FA,,,4,,,,,29,,,,,,,53,P,https://www.fantasypros.com/mlb/players/alexander-reyes.php,33.0,38.0,2.0,0.0,4.64,1.49,17.0,21.0,32.0,0.0,2.0,0.0,10.36,alexander-reyes,"Alex Reyes (FA - RP,SP)",Alex Reyes,Reyes,FA,"RP,SP",FA,2-2-0SV|4.64|1.49|10.36K9,,,,,,,,,,,,"2-2-0SV|4.64|1.49|10.36K9
",1122.0
492,Alex Speas_CWS,,,5,,,,,40,,,,,,,87,P,https://www.fantasypros.com/mlb/players/alex-speas.php,45.2,55.0,2.0,0.0,4.81,1.55,24.0,30.0,45.0,0.0,2.0,0.0,10.95,alex-speas,Alex Speas (CWS - RP),Alex Speas,Speas,CWS,RP,,2-2-0SV|4.81|1.55|10.95K9,,,,,,,,,,,,"2-2-0SV|4.81|1.55|10.95K9
",879.0
493,Alex Vesia_LAD,,,8,,,,,46,,,,,,,153,P,https://www.fantasypros.com/mlb/players/alex-vesia.php,55.1,71.0,3.0,1.0,3.7,1.22,23.0,22.0,60.0,0.0,3.0,0.0,11.6,alex-vesia,Alex Vesia (LAD - RP),Alex Vesia,Vesia,LAD,RP,,3-3-1SV|3.70|1.22|11.60K9,,,,,,,,,,,,"3-3-1SV|3.70|1.22|11.60K9
",542.0
494,Alex Wood_FA,,,15,,,,,120,,,,,,,160,P,https://www.fantasypros.com/mlb/players/alex-wood.php,116.0,93.0,6.0,0.0,4.53,1.4,58.0,41.0,24.0,24.0,8.0,0.0,7.22,alex-wood,"Alex Wood (FA - RP,SP)",Alex Wood,Wood,FA,"RP,SP",FA,6-8-0SV|4.53|1.40|7.22K9,,,,,,,,,,,,"6-8-0SV|4.53|1.40|7.22K9
",503.0
495,Alex Young_CIN,,,9,,,,,54,,,,,,,90,P,https://www.fantasypros.com/mlb/players/alex-young.php,52.0,48.0,2.0,0.0,4.8,1.46,28.0,22.0,51.0,0.0,3.0,0.0,8.31,alex-young,Alex Young (CIN - RP),Alex Young,Young,CIN,RP,,2-3-0SV|4.80|1.46|8.31K9,,,,,,,,,,,,"2-3-0SV|4.80|1.46|8.31K9
",858.0
496,Alexander Canario_CHC,110.0,15.0,5,16.0,2.0,0.242,0.308,27,5.0,0.0,10.0,34.0,0.43,0.738,55,H,https://www.fantasypros.com/mlb/players/alexander-canario.php,,,,,,,,,,,,,,alexander-canario,"Alexander Canario (CHC - DH,OF)",Alexander Canario,Canario,CHC,"DH,OF",,.242|15R|5HR|16RBI|2SB,,,,,,,,,,,,".242|15R|5HR|16RBI|2SB
",1102.0
497,Alfonso Rivas_LAA,78.0,9.0,3,10.0,1.0,0.246,0.32,19,5.0,0.0,9.0,23.0,0.429,0.749,39,H,https://www.fantasypros.com/mlb/players/alfonso-rivas.php,,,,,,,,,,,,,,alfonso-rivas,Alfonso Rivas (LAA - 1B),Alfonso Rivas,Rivas,LAA,1B,,.246|9R|3HR|10RBI|1SB,,,,,,,,,,,,".246|9R|3HR|10RBI|1SB
",1257.0
498,Ali Sanchez_PIT,137.0,16.0,3,16.0,1.0,0.238,0.301,33,6.0,0.0,12.0,35.0,0.352,0.653,57,H,https://www.fantasypros.com/mlb/players/ali-sanchez.php,,,,,,,,,,,,,,ali-sanchez,Ali Sanchez (PIT - C),Ali Sanchez,Sanchez,PIT,C,,.238|16R|3HR|16RBI|1SB,,,,,,,,,,,,".238|16R|3HR|16RBI|1SB
",1076.0
499,Alika Williams_PIT,82.0,10.0,2,9.0,1.0,0.24,0.302,20,4.0,0.0,7.0,20.0,0.358,0.66,37,H,https://www.fantasypros.com/mlb/players/alika-williams.php,,,,,,,,,,,,,,alika-williams,Alika Williams (PIT - SS),Alika Williams,Williams,PIT,SS,,.240|10R|2HR|9RBI|1SB,,,,,,,,,,,,".240|10R|2HR|9RBI|1SB
",1280.0
500,Allan Winans_ATL,,,4,,,,,31,,,,,,,54,P,https://www.fantasypros.com/mlb/players/allan-winans.php,31.3,29.0,2.0,0.0,4.29,1.3,15.0,10.0,23.0,3.0,1.0,0.0,8.34,allan-winans,Allan Winans (ATL - SP),Allan Winans,Winans,ATL,SP,,2-1-0SV|4.29|1.30|8.34K9,,,,,,,,,,,,"2-1-0SV|4.29|1.30|8.34K9
",1111.0
501,Amir Garrett_FA,,,5,,,,,33,,,,,,,68,P,https://www.fantasypros.com/mlb/players/amir-garrett.php,38.7,44.0,2.0,0.0,4.19,1.45,18.0,23.0,39.0,0.0,2.0,0.0,10.23,amir-garrett,Amir Garrett (FA - RP),Amir Garrett,Garrett,FA,RP,FA,2-2-0SV|4.19|1.45|10.23K9,,,,,,,,,,,,"2-2-0SV|4.19|1.45|10.23K9
",993.0
502,Amos Willingham_WSH,,,6,,,,,36,,,,,,,40,P,https://www.fantasypros.com/mlb/players/amos-willingham.php,33.5,26.0,1.0,0.0,5.02,1.48,19.0,13.0,32.0,0.0,2.0,0.0,6.99,amos-willingham,Amos Willingham (WSH - RP),Amos Willingham,Willingham,WSH,RP,,1-2-0SV|5.02|1.48|6.99K9,,,,,,,,,,,,"1-2-0SV|5.02|1.48|6.99K9
",1249.0
503,Andre Granillo_STL,,,3,,,,,19,,,,,,,30,P,https://www.fantasypros.com/mlb/players/andre-granillo.php,19.5,18.0,1.0,0.0,4.74,1.48,10.0,10.0,20.0,0.0,1.0,0.0,8.31,andre-granillo,Andre Granillo (STL - RP),Andre Granillo,Granillo,STL,RP,MiLB,1-1-0SV|4.74|1.48|8.31K9,,,,,,,,,,,,"1-1-0SV|4.74|1.48|8.31K9
",1375.0
504,Andre Jackson_FA,,,5,,,,,30,,,,,,,45,P,https://www.fantasypros.com/mlb/players/andre-jackson.php,33.2,33.0,2.0,0.0,5.58,1.45,21.0,18.0,15.0,2.0,2.0,0.0,8.95,andre-jackson,"Andre Jackson (FA - RP,SP)",Andre Jackson,Jackson,FA,"RP,SP",FA,2-2-0SV|5.58|1.45|8.95K9,,,,,,,,,,,,"2-2-0SV|5.58|1.45|8.95K9
",1197.0
505,Andre Lipcius_DET,62.0,7.0,2,7.0,1.0,0.246,0.318,15,3.0,0.0,7.0,15.0,0.388,0.706,31,H,https://www.fantasypros.com/mlb/players/andre-lipcius.php,,,,,,,,,,,,,,andre-lipcius,Andre Lipcius (DET - 3B),Andre Lipcius,Lipcius,DET,3B,,.246|7R|2HR|7RBI|1SB,,,,,,,,,,,,".246|7R|2HR|7RBI|1SB
",1360.0
506,Andre Pallante_STL,,,5,,,,,68,,,,,,,115,P,https://www.fantasypros.com/mlb/players/andre-pallante.php,64.1,48.0,3.0,0.0,4.09,1.48,29.0,27.0,62.0,0.0,3.0,0.0,6.74,andre-pallante,Andre Pallante (STL - RP),Andre Pallante,Pallante,STL,RP,,3-3-0SV|4.09|1.48|6.74K9,,,,,,,,,,,,"3-3-0SV|4.09|1.48|6.74K9
",723.0
507,Andres Machado_FA,,,3,,,,,50,,,,,,,77,P,https://www.fantasypros.com/mlb/players/andres-machado.php,44.3,44.0,2.0,1.0,5.16,1.52,25.0,17.0,42.0,0.0,1.0,0.0,8.94,andres-machado,Andres Machado (FA - RP),Andres Machado,Machado,FA,RP,FA,2-1-1SV|5.16|1.52|8.94K9,,,,,,,,,,,,"2-1-1SV|5.16|1.52|8.94K9
",940.0
508,Andrew Bash_TOR,,,1,,,,,6,,,,,,,11,P,https://www.fantasypros.com/mlb/players/andrew-bash.php,6.0,5.0,0.0,0.0,4.5,1.33,3.0,2.0,6.0,0.0,0.0,0.0,7.5,andrew-bash,Andrew Bash (TOR - P),Andrew Bash,Bash,TOR,P,MiLB,0-0-0SV|4.50|1.33|7.50K9,,,,,,,,,,,,"0-0-0SV|4.50|1.33|7.50K9
",1580.0
509,Andrew Bellatti_PHI,,,7,,,,,44,,,,,,,96,P,https://www.fantasypros.com/mlb/players/andrew-bellatti.php,47.5,52.0,3.0,0.0,4.31,1.37,23.0,21.0,50.0,0.0,2.0,0.0,9.85,andrew-bellatti,Andrew Bellatti (PHI - RP),Andrew Bellatti,Bellatti,PHI,RP,,3-2-0SV|4.31|1.37|9.85K9,,,,,,,,,,,,"3-2-0SV|4.31|1.37|9.85K9
",828.0
510,Andrew Chafin_DET,,,6,,,,,50,,,,,,,149,P,https://www.fantasypros.com/mlb/players/andrew-chafin.php,54.8,62.0,2.0,3.0,3.97,1.35,24.0,24.0,62.0,0.0,3.0,0.0,10.18,andrew-chafin,Andrew Chafin (DET - RP),Andrew Chafin,Chafin,DET,RP,,2-3-3SV|3.97|1.35|10.18K9,,,,,,,,,,,,"2-3-3SV|3.97|1.35|10.18K9
",565.0
511,Andrew Kittredge_STL,,,7,,,,,53,,,,,,,117,P,https://www.fantasypros.com/mlb/players/andrew-kittredge.php,53.4,45.0,3.0,2.0,3.82,1.24,23.0,13.0,56.0,0.0,3.0,0.0,7.58,andrew-kittredge,Andrew Kittredge (STL - RP),Andrew Kittredge,Kittredge,STL,RP,,3-3-2SV|3.82|1.24|7.58K9,,,,,,,,,,,,"3-3-2SV|3.82|1.24|7.58K9
",711.0
512,Andrew Knizner_TEX,163.0,22.0,6,22.0,1.0,0.241,0.296,39,8.0,0.0,13.0,45.0,0.4,0.697,78,H,https://www.fantasypros.com/mlb/players/andrew-knizner.php,,,,,,,,,,,,,,andrew-knizner,Andrew Knizner (TEX - C),Andrew Knizner,Knizner,TEX,C,,.241|22R|6HR|22RBI|1SB,,,,,,,,,,,,".241|22R|6HR|22RBI|1SB
",932.0
513,Andrew McCutchen_PIT,401.0,56.0,13,53.0,8.0,0.244,0.345,98,20.0,1.0,61.0,101.0,0.396,0.741,237,H,https://www.fantasypros.com/mlb/players/andrew-mccutchen.php,,,,,,,,,,,,,,andrew-mccutchen,"Andrew McCutchen (PIT - DH,OF)",Andrew McCutchen,McCutchen,PIT,"DH,OF",,.244|56R|13HR|53RBI|8SB,,,,,,,,,,,,".244|56R|13HR|53RBI|8SB
",309.0
514,Andrew Nardi_MIA,,,7,,,,,55,,,,,,,174,P,https://www.fantasypros.com/mlb/players/andrew-nardi.php,61.7,78.0,3.0,3.0,3.92,1.35,27.0,29.0,66.0,0.0,3.0,0.0,11.38,andrew-nardi,Andrew Nardi (MIA - RP),Andrew Nardi,Nardi,MIA,RP,,3-3-3SV|3.92|1.35|11.38K9,,,,,,,,,,,,"3-3-3SV|3.92|1.35|11.38K9
",453.0
515,Andrew Saalfrank_ARI,,,5,,,,,44,,,,,,,98,P,https://www.fantasypros.com/mlb/players/andrew-saalfrank.php,47.0,47.0,2.0,0.0,3.94,1.43,21.0,24.0,50.0,0.0,3.0,0.0,9.0,andrew-saalfrank,Andrew Saalfrank (ARI - RP),Andrew Saalfrank,Saalfrank,ARI,RP,,2-3-0SV|3.94|1.43|9.00K9,,,,,,,,,,,,"2-3-0SV|3.94|1.43|9.00K9
",813.0
516,Andrew Vasquez_DET,,,2,,,,,22,,,,,,,59,P,https://www.fantasypros.com/mlb/players/andrew-vasquez.php,24.8,25.0,1.0,4.0,4.29,1.45,12.0,14.0,24.0,0.0,2.0,0.0,9.07,andrew-vasquez,Andrew Vasquez (DET - RP),Andrew Vasquez,Vasquez,DET,RP,NRI,1-2-4SV|4.29|1.45|9.07K9,,,,,,,,,,,,"1-2-4SV|4.29|1.45|9.07K9
",1057.0
517,Andrew Velazquez_ATL,91.0,13.0,3,10.0,6.0,0.23,0.286,21,4.0,0.0,7.0,28.0,0.367,0.653,42,H,https://www.fantasypros.com/mlb/players/andrew-velazquez.php,,,,,,,,,,,,,,andrew-velazquez,"Andrew Velazquez (ATL - 2B,SS)",Andrew Velazquez,Velazquez,ATL,"2B,SS",MiLB,.230|13R|3HR|10RBI|6SB,,,,,,,,,,,,".230|13R|3HR|10RBI|6SB
",1222.0
518,Andrew Wantz_LAA,,,10,,,,,51,,,,,,,107,P,https://www.fantasypros.com/mlb/players/andrew-wantz.php,55.1,54.0,2.0,0.0,4.46,1.34,27.0,23.0,50.0,0.0,3.0,0.0,8.82,andrew-wantz,Andrew Wantz (LAA - RP),Andrew Wantz,Wantz,LAA,RP,,2-3-0SV|4.46|1.34|8.82K9,,,,,,,,,,,,"2-3-0SV|4.46|1.34|8.82K9
",767.0
519,Andruw Monasterio_MIL,301.0,38.0,6,33.0,6.0,0.249,0.326,75,16.0,1.0,35.0,77.0,0.366,0.693,147,H,https://www.fantasypros.com/mlb/players/andruw-monasterio.php,,,,,,,,,,,,,,andruw-monasterio,"Andruw Monasterio (MIL - 2B,3B,SS)",Andruw Monasterio,Monasterio,MIL,"2B,3B,SS",,.249|38R|6HR|33RBI|6SB,,,,,,,,,,,,".249|38R|6HR|33RBI|6SB
",580.0
520,Andy Ibanez_DET,236.0,28.0,6,27.0,2.0,0.261,0.315,62,14.0,1.0,19.0,46.0,0.409,0.724,125,H,https://www.fantasypros.com/mlb/players/andy-ibanez.php,,,,,,,,,,,,,,andy-ibanez,"Andy Ibanez (DET - 2B,3B,OF)",Andy Ibanez,Ibanez,DET,"2B,3B,OF",,.261|28R|6HR|27RBI|2SB,,,,,,,,,,,,".261|28R|6HR|27RBI|2SB
",669.0
521,Andy Pages_LAD,34.0,5.0,1,5.0,0.0,0.225,0.312,8,2.0,0.0,4.0,11.0,0.421,0.733,15,H,https://www.fantasypros.com/mlb/players/andy-pages.php,,,,,,,,,,,,,,andy-pages,Andy Pages (LAD - OF),Andy Pages,Pages,LAD,OF,,.225|5R|1HR|5RBI|0SB,,,,,,,,,,,,".225|5R|1HR|5RBI|0SB
",1540.0
522,Angel Felipe_OAK,,,3,,,,,30,,,,,,,74,P,https://www.fantasypros.com/mlb/players/angel-felipe.php,37.3,43.0,2.0,0.0,4.24,1.47,18.0,25.0,38.0,0.0,2.0,0.0,10.38,angel-felipe,Angel Felipe (OAK - RP),Angel Felipe,Felipe,OAK,RP,,2-2-0SV|4.24|1.47|10.38K9,,,,,,,,,,,,"2-2-0SV|4.24|1.47|10.38K9
",956.0
523,Angel Martinez_CLE,44.0,5.0,1,5.0,1.0,0.233,0.294,10,2.0,0.0,4.0,10.0,0.34,0.634,20,H,https://www.fantasypros.com/mlb/players/angel-martinez.php,,,,,,,,,,,,,,angel-martinez,"Angel Martinez (CLE - 2B,3B,SS)",Angel Martinez,Martinez,CLE,"2B,3B,SS",,.233|5R|1HR|5RBI|1SB,,,,,,,,,,,,".233|5R|1HR|5RBI|1SB
",1486.0
524,Angel Zerpa_KC,,,6,,,,,44,,,,,,,66,P,https://www.fantasypros.com/mlb/players/angel-zerpa.php,42.3,36.0,2.0,0.0,4.32,1.36,20.0,13.0,27.0,4.0,3.0,0.0,7.66,angel-zerpa,Angel Zerpa (KC - RP),Angel Zerpa,Zerpa,KC,RP,,2-3-0SV|4.32|1.36|7.66K9,,,,,,,,,,,,"2-3-0SV|4.32|1.36|7.66K9
",1003.0
525,Anthony Bass_FA,,,4,,,,,33,,,,,,,58,P,https://www.fantasypros.com/mlb/players/anthony-bass.php,34.3,33.0,2.0,0.0,4.19,1.35,16.0,13.0,36.0,0.0,2.0,0.0,8.66,anthony-bass,Anthony Bass (FA - RP),Anthony Bass,Bass,FA,RP,FA,2-2-0SV|4.19|1.35|8.66K9,,,,,,,,,,,,"2-2-0SV|4.19|1.35|8.66K9
",1068.0
526,Anthony Bemboom_DET,27.0,2.0,0,2.0,0.0,0.189,0.265,5,1.0,0.0,3.0,7.0,0.256,0.521,6,H,https://www.fantasypros.com/mlb/players/anthony-bemboom.php,,,,,,,,,,,,,,anthony-bemboom,Anthony Bemboom (DET - C),Anthony Bemboom,Bemboom,DET,C,NRI,.189|2R|0HR|2RBI|0SB,,,,,,,,,,,,".189|2R|0HR|2RBI|0SB
",1611.0
527,Anthony Bender_MIA,,,5,,,,,36,,,,,,,94,P,https://www.fantasypros.com/mlb/players/anthony-bender.php,40.1,42.0,2.0,1.0,3.72,1.29,17.0,15.0,41.0,0.0,2.0,0.0,9.43,anthony-bender,Anthony Bender (MIA - RP),Anthony Bender,Bender,MIA,RP,,2-2-1SV|3.72|1.29|9.43K9,,,,,,,,,,,,"2-2-1SV|3.72|1.29|9.43K9
",839.0
528,Anthony DeSclafani_SEA,,,12,,,,,73,,,,,,,122,P,https://www.fantasypros.com/mlb/players/anthony-desclafani.php,72.4,62.0,4.0,0.0,4.18,1.23,34.0,16.0,37.0,9.0,5.0,0.0,7.71,anthony-desclafani,Anthony DeSclafani (SEA - SP),Anthony DeSclafani,DeSclafani,SEA,SP,,4-5-0SV|4.18|1.23|7.71K9,,,,,,,,,,,,"4-5-0SV|4.18|1.23|7.71K9
",681.0
529,Anthony Gose_CLE,,,2,,,,,17,,,,,,,50,P,https://www.fantasypros.com/mlb/players/anthony-gose.php,21.0,27.0,1.0,0.0,3.43,1.24,8.0,9.0,21.0,0.0,1.0,0.0,11.57,anthony-gose,Anthony Gose (CLE - RP),Anthony Gose,Gose,CLE,RP,MiLB,1-1-0SV|3.43|1.24|11.57K9,,,,,,,,,,,,"1-1-0SV|3.43|1.24|11.57K9
",1148.0
530,Anthony Maldonado_MIA,,,5,,,,,27,,,,,,,57,P,https://www.fantasypros.com/mlb/players/anthony-maldonado.php,29.3,31.0,1.0,0.0,4.13,1.3,13.0,11.0,29.0,0.0,1.0,0.0,9.52,anthony-maldonado,Anthony Maldonado (MIA - RP),Anthony Maldonado,Maldonado,MIA,RP,,1-1-0SV|4.13|1.30|9.52K9,,,,,,,,,,,,"1-1-0SV|4.13|1.30|9.52K9
",1077.0
531,Anthony Misiewicz_NYY,,,3,,,,,15,,,,,,,25,P,https://www.fantasypros.com/mlb/players/anthony-misiewicz.php,15.1,14.0,1.0,0.0,4.7,1.35,8.0,5.0,16.0,0.0,1.0,0.0,8.34,anthony-misiewicz,Anthony Misiewicz (NYY - RP),Anthony Misiewicz,Misiewicz,NYY,RP,MiLB,1-1-0SV|4.70|1.35|8.34K9,,,,,,,,,,,,"1-1-0SV|4.70|1.35|8.34K9
",1429.0
532,Anthony Molina_COL,,,7,,,,,41,,,,,,,34,P,https://www.fantasypros.com/mlb/players/anthony-molina.php,33.9,23.0,1.0,0.0,5.35,1.49,20.0,10.0,28.0,2.0,2.0,0.0,6.11,anthony-molina,Anthony Molina (COL - SP),Anthony Molina,Molina,COL,SP,,1-2-0SV|5.35|1.49|6.11K9,,,,,,,,,,,,"1-2-0SV|5.35|1.49|6.11K9
",1322.0
533,Anthony Veneziano_KC,,,5,,,,,40,,,,,,,51,P,https://www.fantasypros.com/mlb/players/anthony-veneziano.php,37.1,33.0,1.0,0.0,4.71,1.53,19.0,17.0,28.0,2.0,2.0,0.0,8.01,anthony-veneziano,"Anthony Veneziano (KC - RP,SP)",Anthony Veneziano,Veneziano,KC,"RP,SP",,1-2-0SV|4.71|1.53|8.01K9,,,,,,,,,,,,"1-2-0SV|4.71|1.53|8.01K9
",1139.0
534,Antoine Kelly_TEX,,,3,,,,,23,,,,,,,33,P,https://www.fantasypros.com/mlb/players/antoine-kelly.php,23.4,22.0,1.0,0.0,4.95,1.5,13.0,12.0,20.0,1.0,1.0,0.0,8.46,antoine-kelly,"Antoine Kelly (TEX - RP,SP)",Antoine Kelly,Kelly,TEX,"RP,SP",,1-1-0SV|4.95|1.50|8.46K9,,,,,,,,,,,,"1-1-0SV|4.95|1.50|8.46K9
",1332.0
535,Antonio Senzatela_COL,,,3,,,,,18,,,,,,,8,P,https://www.fantasypros.com/mlb/players/antonio-senzatela.php,14.0,8.0,0.0,0.0,5.61,1.52,9.0,4.0,4.0,3.0,1.0,0.0,5.14,antonio-senzatela,Antonio Senzatela (COL - SP),Antonio Senzatela,Senzatela,COL,SP,,0-1-0SV|5.61|1.52|5.14K9,,,,,,,,,,,,"0-1-0SV|5.61|1.52|5.14K9
",1598.0
536,Austin Adams_NYM,,,5,,,,,30,,,,,,,82,P,https://www.fantasypros.com/mlb/players/austin-adams-p.php,35.5,42.0,2.0,0.0,4.07,1.31,16.0,17.0,39.0,0.0,2.0,0.0,10.65,austin-adams-p,Austin Adams (NYM - RP),Austin Adams,Adams,NYM,RP,,2-2-0SV|4.07|1.31|10.65K9,,,,,,,,,,,,"2-2-0SV|4.07|1.31|10.65K9
",908.0
537,Austin Barnes_LAD,162.0,21.0,4,19.0,2.0,0.219,0.296,36,7.0,0.0,18.0,40.0,0.341,0.637,74,H,https://www.fantasypros.com/mlb/players/austin-barnes.php,,,,,,,,,,,,,,austin-barnes,Austin Barnes (LAD - C),Austin Barnes,Barnes,LAD,C,,.219|21R|4HR|19RBI|2SB,,,,,,,,,,,,".219|21R|4HR|19RBI|2SB
",957.0
538,Austin Cox_KC,,,2,,,,,18,,,,,,,26,P,https://www.fantasypros.com/mlb/players/austin-cox.php,17.4,13.0,1.0,0.0,4.62,1.46,9.0,7.0,17.0,0.0,1.0,0.0,6.72,austin-cox,"Austin Cox (KC - RP,SP)",Austin Cox,Cox,KC,"RP,SP",NRI,1-1-0SV|4.62|1.46|6.72K9,,,,,,,,,,,,"1-1-0SV|4.62|1.46|6.72K9
",1418.0
539,Austin Gomber_COL,,,27,,,,,169,,,,,,,149,P,https://www.fantasypros.com/mlb/players/austin-gomber.php,147.8,103.0,7.0,0.0,5.24,1.47,86.0,48.0,28.0,28.0,11.0,1.0,6.27,austin-gomber,Austin Gomber (COL - SP),Austin Gomber,Gomber,COL,SP,,7-11-0SV|5.24|1.47|6.27K9,,,,,,,,,,,,"7-11-0SV|5.24|1.47|6.27K9
",566.0
540,Austin Hedges_CLE,213.0,21.0,5,22.0,2.0,0.199,0.254,42,7.0,0.0,16.0,57.0,0.305,0.559,68,H,https://www.fantasypros.com/mlb/players/austin-hedges.php,,,,,,,,,,,,,,austin-hedges,Austin Hedges (CLE - C),Austin Hedges,Hedges,CLE,C,,.199|21R|5HR|22RBI|2SB,,,,,,,,,,,,".199|21R|5HR|22RBI|2SB
",994.0
541,Austin Martin_MIN,52.0,6.0,1,5.0,2.0,0.232,0.315,12,3.0,0.0,6.0,12.0,0.332,0.647,25,H,https://www.fantasypros.com/mlb/players/austin-martin-if.php,,,,,,,,,,,,,,austin-martin-if,"Austin Martin (MIN - 2B,SS)",Austin Martin,Martin,MIN,"2B,SS",,.232|6R|1HR|5RBI|2SB,,,,,,,,,,,,".232|6R|1HR|5RBI|2SB
",1430.0
542,Austin Nola_MIL,58.0,6.0,1,6.0,0.0,0.229,0.302,13,2.0,0.0,6.0,12.0,0.319,0.621,24,H,https://www.fantasypros.com/mlb/players/austin-nola.php,,,,,,,,,,,,,,austin-nola,Austin Nola (MIL - C),Austin Nola,Nola,MIL,C,NRI,.229|6R|1HR|6RBI|0SB,,,,,,,,,,,,".229|6R|1HR|6RBI|0SB
",1441.0
543,Austin Pruitt_TEX,,,5,,,,,32,,,,,,,48,P,https://www.fantasypros.com/mlb/players/austin-pruitt.php,30.3,23.0,2.0,0.0,4.38,1.31,15.0,8.0,22.0,3.0,2.0,0.0,6.83,austin-pruitt,"Austin Pruitt (TEX - RP,SP)",Austin Pruitt,Pruitt,TEX,"RP,SP",NRI,2-2-0SV|4.38|1.31|6.83K9,,,,,,,,,,,,"2-2-0SV|4.38|1.31|6.83K9
",1171.0
544,Austin Schulfer_MIN,,,1,,,,,11,,,,,,,15,P,https://www.fantasypros.com/mlb/players/austin-schulfer.php,11.0,9.0,0.0,0.0,4.57,1.43,6.0,4.0,11.0,0.0,1.0,0.0,7.36,austin-schulfer,Austin Schulfer (MIN - RP),Austin Schulfer,Schulfer,MIN,RP,MiLB,0-1-0SV|4.57|1.43|7.36K9,,,,,,,,,,,,"0-1-0SV|4.57|1.43|7.36K9
",1541.0
545,Austin Shenton_TB,60.0,9.0,2,8.0,0.0,0.255,0.332,15,4.0,0.0,7.0,18.0,0.435,0.767,31,H,https://www.fantasypros.com/mlb/players/austin-shenton.php,,,,,,,,,,,,,,austin-shenton,"Austin Shenton (TB - 1B,3B)",Austin Shenton,Shenton,TB,"1B,3B",,.255|9R|2HR|8RBI|0SB,,,,,,,,,,,,".255|9R|2HR|8RBI|0SB
",1361.0
546,Austin Slater_SF,239.0,34.0,7,27.0,7.0,0.252,0.329,60,12.0,1.0,27.0,73.0,0.398,0.727,117,H,https://www.fantasypros.com/mlb/players/austin-slater.php,,,,,,,,,,,,,,austin-slater,Austin Slater (SF - OF),Austin Slater,Slater,SF,OF,,.252|34R|7HR|27RBI|7SB,,,,,,,,,,,,".252|34R|7HR|27RBI|7SB
",712.0
547,Austin Voth_SEA,,,9,,,,,57,,,,,,,117,P,https://www.fantasypros.com/mlb/players/austin-voth.php,59.5,57.0,3.0,0.0,4.18,1.3,28.0,20.0,52.0,1.0,3.0,0.0,8.62,austin-voth,Austin Voth (SEA - RP),Austin Voth,Voth,SEA,RP,,3-3-0SV|4.18|1.30|8.62K9,,,,,,,,,,,,"3-3-0SV|4.18|1.30|8.62K9
",713.0
548,Austin Warren_LAA,,,3,,,,,16,,,,,,,23,P,https://www.fantasypros.com/mlb/players/austin-warren.php,15.3,14.0,1.0,0.0,4.77,1.51,8.0,7.0,15.0,0.0,1.0,0.0,8.24,austin-warren,Austin Warren (LAA - RP),Austin Warren,Warren,LAA,RP,,1-1-0SV|4.77|1.51|8.24K9,,,,,,,,,,,,"1-1-0SV|4.77|1.51|8.24K9
",1448.0
